Name;Tracks;Scrobbles;Rank;Region
Jacques Renault;3;7;2071;
Robag_fm;3;5;2648;
Philippe Cohen Solal;2;3;3689;
Hamlet Minassian;1;10;1537;
Jungle by Night;7;12;1283;
Karl Berger;1;1;6498;
Awesome Tapes from Africa;1;1;6499;
Horatio Luna;12;27;540;
Jacques Palminger;1;13;1193;
Bochum Welt;2;3;3690;
Lifted;5;5;2649;
Jay Daniel;7;12;1284;
Robert Loyson;1;1;6500;
Tom Of England;1;1;6501;
Zara McFarlane;1;1;6502;
Jack Kornfield;2;2;4610;
Gam̈a͇;1;1;6503;
DA IGUANA;2;2;4611;
Steffen Ki;1;1;6504;
Intiche;1;1;6505;
Maracuyá;1;1;6506;
Marcelo Berges;2;2;4612;
Alaix Pulse;1;1;6507;
Maugli;1;1;6508;
Dark but Gray;1;1;6509;
Nillo;1;1;6510;
Sarrelangue;1;1;6511;
Victor Norman;3;6;2351;
Numa Gama;7;7;2072;
East Forest;2;2;4613;
Vermont;13;60;236;
Andreas Söderström;1;2;4614;
Stelvio Cipriani;1;5;2650;
Pachanga Boys;1;1;6512;
Unspecified;3;4;3068;
Vajk Kobza;1;9;1686;
North Downs;7;45;321;
Risco Connection;2;19;802;
Supersempfft;1;4;3069;
Oriyin;2;3;3691;
Botany;1;3;3692;
FKA twigs;1;1;6513;
Jake Hottell;6;6;2352;
Resident Advisor;10;21;724;
Persian Empire;6;19;803;
Baden Powell & Vinicius de Moraes;1;2;4615;
Sam Cooke vs. Kalabrese;1;2;4616;
Stephen Steinbrink & ∆;1;2;4617;
Marina Gallardo;1;2;4618;
Iona Fortune;2;3;3693;
Equiknoxx;2;6;2353;
Blackpocket;1;2;4619;
Vernon Maytone;1;2;4620;
Tiger;1;2;4621;
DJ Nervoso;1;2;4622;
Andreya Triana;1;2;4623;
Emílio Santiago;3;4;3070;
Rosa Maria;1;2;4624;
Laurel Aitken;1;3;3694;
Antibalas;1;2;4625;
Natural Self;2;3;3695;
Dobie;1;2;4626;
Mr. Scruff;8;19;804;
Ding Dong;1;2;4627;
Fats Comet;1;2;4628;
Paddy Steer;1;5;2651;
Andy Ash;2;8;1868;
Alexander Robotnick;2;3;3696;
Hashim;1;2;4629;
Bumcello;1;2;4630;
Archie Pelago;1;2;4631;
La Decadanse;1;1;6514;
NBHAP;1;1;6515;
Lanu;13;61;230;
Space Captain;1;1;6516;
Jesse Fischer;1;1;6517;
Hint;1;1;6518;
J-Felix;2;2;4632;
Village Of The Sun;4;7;2073;
Olsen and the Hurley Sea;1;1;6519;
Sicker Man;1;1;6520;
Nicola Conte & Spiritual Galaxy;12;12;1285;
Seiji;1;5;2652;
Snowboy and The Latin Section;1;1;6521;
Drymbago;1;1;6522;
Harald Kindseth;1;1;6523;
Kelela & Asmara;1;1;6524;
Leonidas;1;12;1286;
Helene Roche;1;2;4633;
Bionda van der Ham;1;1;6525;
Snow In April;1;1;6526;
Julius Aston;1;3;3697;
Ruben Galloway;1;1;6527;
Peter Cavallo;2;3;3698;
Leslie Miles;1;2;4634;
Elder Lockhart;1;3;3699;
Aron Edwards;2;2;4635;
Rebour;1;1;6528;
Joep Beving;11;32;450;
Christopher Dicker;2;3;3700;
Ragnar Seaholm;1;1;6529;
Johannes Bornlöf;3;4;3071;
Alec Windt;1;2;4636;
Rebecca Leonard;1;2;4637;
Renato Luigi;1;1;6530;
Oneke;2;4;3072;
Olivia Belli;4;4;3073;
Dominique Charpentier;1;2;4638;
Robin Bennich;2;2;4639;
Dominique Marais;2;3;3701;
Oskar Schuster;1;2;4640;
Mauro Cangemi;1;1;6531;
Milo Edale;1;1;6532;
Juan Maria Solare;1;2;4641;
Tristan Eckerson;1;2;4642;
Muriël Bostdorp;1;3;3702;
Sarah Spring;1;2;4643;
Sergio Díaz De Rojas;2;3;3703;
Martin Greenbaum;1;1;6533;
Dagmar Collier;1;1;6534;
Roman Jensen;1;2;4644;
Max Swan;2;2;4645;
Daigo Hanada;1;1;6535;
Tosh Møller;2;2;4646;
Csizmazia Etel;2;2;4647;
Karin Borg;3;3;3704;
Amy-Leigh Williamson;1;1;6536;
Sufi Ellman;1;2;4648;
Heike Blau;2;2;4649;
Rhiannon Bannenberg;1;1;6537;
Moy Finneas;1;2;4650;
Aleksy Wysocki;1;1;6538;
Sigimund;1;2;4651;
Eamonn Watt;3;4;3074;
Leroy Bolander;2;3;3705;
Zachary Patel;1;2;4652;
Moux;2;2;4653;
Clara Nishimoto;1;1;6539;
Bodor Vencel;1;2;4654;
Gavin Luke;9;9;1687;
Massimo Natali [IT];1;2;4655;
Annebelle Coenraad;1;2;4656;
Quinn MacKenzie;1;2;4657;
Akira Kosemura;5;10;1538;
Kozue Ojima;1;2;4658;
Sam Eber;1;3;3706;
Klaus Weissmuller;1;1;6540;
Kaja Voll;1;1;6541;
Santo Trevisani;2;3;3707;
Arabella Memdouh;1;1;6542;
1BTN;1;1;6543;
Lorem Ipsum;1;1;6544;
Joy Orbison;7;10;1539;
Romaal Kultan;5;7;2074;
Jpye;1;1;6545;
Kurt Adam;1;1;6546;
Lee Fields & The Expressions;5;5;2653;
Folamour;40;143;64;🇫🇷 FR
44th Move;4;7;2075;
Manu Dibango;6;15;1024;
thool;1;2;4659;
Happa.;5;9;1688;
Charlotte Funke;1;1;6547;
Jaidy Thissen;1;1;6548;
Zemfira Mironova;1;2;4660;
Adam Fincher;2;2;4661;
Falerina Paquet;2;2;4662;
Joel Lyssarides;2;3;3708;
Francie Stooge;1;2;4663;
Tomasz Kraal;2;4;3075;
Bela Nemeth;1;1;6549;
Lennon McKenna;1;2;4664;
Elizabeth Bouknight;1;1;6550;
Eline Neteland;1;2;4665;
Józef Gatysik;1;2;4666;
Ever So Blue;4;4;3076;
Way Beyond;1;1;6551;
Fioretta Rizzo;2;3;3709;
Jitka Kubr;1;1;6552;
Maya Åström;1;1;6553;
Jef Martens;2;2;4667;
Valbona Ceferin;1;1;6554;
Joseph Caleb;1;1;6555;
Matti Bye;2;12;1287;
Nicola conti;1;2;4668;
Minnie Scolanti;1;2;4669;
Kolorascze;1;1;6556;
Denise Billingsley;1;1;6557;
Charles Bolt;5;7;2076;
Réka Ioescu;2;3;3710;
Thomasine Robinson;1;2;4670;
Alida Sørby;1;2;4671;
PIANO NOVEL;1;1;6558;
Germain Lesage;1;2;4672;
Justin Withers;1;2;4673;
Henrietta Kuipers;1;2;4674;
Léon Branche;1;1;6559;
Leyton Stills;1;2;4675;
Alexandra Streliski;1;1;6560;
Jim Perkins;1;2;4676;
Sigrid Vass;1;2;4677;
Borghild Wenn;1;1;6561;
Ricki Westberg;1;2;4678;
Heinz Goldblatt;1;2;4679;
Frano Stanić;1;1;6562;
Alexis Ffrench;6;6;2354;
Luke Faulkner;1;1;6563;
Jensine Fleischer;2;2;4680;
Jordane Tumarinson;1;1;6564;
Davorka Poljak;3;4;3077;
Kendra Logozar;2;2;4681;
Kyran Martin;1;1;6565;
AlixPerez;1;1;6566;
José Marquez;1;1;6567;
Darkstar;3;10;1540;
Alejandro Mosso;17;30;483;
S.A. Karl;1;1;6568;
Ezequiel Johnson;1;2;4682;
Elliot Ziegler;2;4;3078;
Darrell Vitagliano;1;2;4683;
Zwera;2;2;4684;
Petra Birgisdóttir;1;2;4685;
Hayden Cargile;3;4;3079;
Novo Talos;1;2;4686;
Riccardo Lettiere;1;1;6569;
Sufi Sheman;1;1;6570;
Federico Montoya;1;2;4687;
Hermann;1;1;6571;
Mewael Yemane;1;1;6572;
Floriscope;1;2;4688;
Emanuel Fremont;1;1;6573;
Haru Kitamura;1;1;6574;
Domenico Cattaneo;1;1;6575;
Florence Bellefeuille;1;2;4689;
Doris Casella;1;1;6576;
S.J Morgan;1;2;4690;
Jacob LaVallee;2;3;3711;
Jan Thiel;2;2;4691;
Juliet Moss;1;1;6577;
Berlioz;8;13;1194;
Maria Marble;1;1;6578;
Céline Aubin;1;2;4692;
Eric Cadogan;1;1;6579;
Hiroko Murakami;1;2;4693;
Teodor Wolgers;1;1;6580;
Romaine LaGrande;2;2;4694;
Otto Wahl;1;1;6581;
Una Luna;1;1;6582;
Amity Fall;1;1;6583;
Biba Dupont;1;1;6584;
Anthony Sullivan;1;1;6585;
GÅEL;1;2;4695;
Piotr Miteska;1;1;6586;
Aenor;1;2;4696;
Darrell Boxman;1;1;6587;
Olivier Mournier;1;1;6588;
Isaac Nash;1;1;6589;
Manana Cuba;1;1;6590;
Odin Sørlie;1;1;6591;
Zygmunt Czarnecki;1;2;4697;
Samuel Lindon;2;3;3712;
Jase Moran;1;1;6592;
Saeko Seki;1;1;6593;
SYML;1;1;6594;
Jan Kubec;1;2;4698;
Gabríel Ólafs;2;2;4699;
Vala Capon;1;1;6595;
Jesse Brown;1;1;6596;
Mark Souzek;1;1;6597;
Ray Hutchcraft;1;2;4700;
Eric Badanti;1;1;6598;
Isotope 217;1;1;6599;
Satoshi Ashikawa;1;1;6600;
Melanie Adler;2;2;4701;
Juultje Berben;1;1;6601;
Lummus Park;1;2;4702;
Sumsar;1;2;4703;
Haakon Stange;1;1;6602;
Vail Bizier;1;1;6603;
Lucas Vendrai;1;1;6604;
Patrizio Pisani;1;1;6605;
Piotr Wiese;1;2;4704;
Franz Gordon;1;1;6606;
Arelius;1;1;6607;
Camilla Selezneva;1;1;6608;
The Gardens of Babylon;1;1;6609;
Pete Drake;1;1;6610;
Delroy Edwards;1;1;6611;
Monster Rally;5;12;1288;
Cleaners From Venus;2;3;3713;
Robert Mitchum;1;1;6612;
Kit Sebastian;6;19;805;
Devin the Dude;1;1;6613;
Patrick Cowley;3;5;2654;
Keinemusik;7;9;1689;
Arnie Love & the Lovettes;1;1;6614;
Slick Rick;1;2;4705;
Yellow Magic Orchestra;1;3;3714;
Gratitude;1;1;6615;
Pan Amsterdam;4;5;2655;
Cassio Ware;1;1;6616;
I:Cube;3;7;2077;
Brandt Brauer Frick;2;12;1289;
Space Dimension Controller;4;9;1690;
"NUfrequency;Ben Onono";1;1;6617;
Payfone;12;58;247;
Supreme Jubilees;1;3;3715;
Channel Tres;3;3;3716;
Benny Sings;3;8;1869;
Dennis Brown;2;2;4706;
Nu-Matic;1;1;6618;
Chessie;1;1;6619;
Kid Loco;1;1;6620;
Pender Street Steppers;4;16;969;
Apiento;2;6;2355;
Les Yeux Orange;2;2;4707;
Lopal;1;1;6621;
Teste;1;1;6622;
Jah Shaka;1;1;6623;
Anna Domino;1;2;4708;
Dean Blunt;1;1;6624;
Jan Jelinek;3;5;2656;
USG;1;2;4709;
Decora;1;2;4710;
Cass McCombs;1;1;6625;
Lama;1;2;4711;
40 Thieves;3;13;1195;
Rammellzee;1;2;4712;
Vincent Ahehehinnou;1;1;6626;
Nico;1;1;6627;
Becker & Mukai;7;27;541;
Aril Brikha;2;3;3717;
Mickey Moonlight;2;3;3718;
Circuit Breaker;1;1;6628;
Mood II Swing;1;2;4713;
Legowelt Official;1;1;6629;
Little Jinder´s Unreleased Romance;1;2;4714;
Basement Jaxx;1;1;6630;
Aleksi Perälä;2;2;4715;
International Music System;1;2;4716;
Sean Nicholas Savage;1;1;6631;
Louis Hardin;2;2;4717;
Muddy Monk;1;2;4718;
The In Crowd;1;2;4719;
Duke Reid's All Stars;1;2;4720;
Hug Records;1;1;6632;
Breakfast Of Champions;1;1;6633;
Jacob Desvarieux;1;1;6634;
Karriem Riggins;35;49;299;
Ike Turner & The Kings Of Rhythm;1;1;6635;
SWV;1;1;6636;
Felix da Housecat;1;1;6637;
LF58;3;3;3719;
John Wizards;3;3;3720;
Mac-Talla Nan Creag;2;4;3080;
Verinda;1;1;6638;
Mae Ji-Yoon;1;1;6639;
Patricia Sevin;1;1;6640;
Albert Riqueti;1;1;6641;
Patrick Buote;1;1;6642;
Élise Aucoin;1;1;6643;
Minik Jakobsen;1;1;6644;
Evelyn Stein;1;1;6645;
Leonardo Cupelli;1;1;6646;
Lexdray;1;3;3721;
Padang Food Tigers;15;32;451;
Matthias Meyer;1;1;6647;
Saint Etienne;1;1;6648;
Galaxy 2 Galaxy;2;2;4721;
Harold Melvin & The Blue Notes;1;1;6649;
Labi Siffre;1;1;6650;
The Apples in Stereo;1;1;6651;
Big Hard Excellent Fish;1;1;6652;
air space ark;3;3;3722;
Songwriters' Forum;1;1;6653;
Lotte Ahoi;1;1;6654;
Mensch Meier (Berlin);1;1;6655;
Kid Creole And The Coconuts;1;2;4722;
Richard Ulh;1;1;6656;
rRoxymore;2;4;3081;
Christina Galisatus;1;2;4723;
Photek;3;8;1870;
Nate Young;1;2;4724;
Gabriel Garzón-Montano;1;1;6657;
Monoton;1;1;6658;
Record Makers;1;1;6659;
RAMBALKOSHE;2;7;2078;
Jimi Jules;1;1;6660;
Deep & Disco;1;4;3082;
Miss Kittin;1;1;6661;
Rabii Harnoune;6;7;2079;
JOYFULTALK;3;7;2080;
Onward International;1;1;6662;
Trances;2;3;3723;
Schirmchendrink;1;8;1871;
10 Mark DJ Team;1;2;4725;
Dream Cycle;1;3;3724;
Saloli;2;2;4726;
Miracle Mobsters ॐ;1;3;3725;
Verjault;1;1;6663;
frollein smilla;1;3;3726;
Rippps;1;1;6664;
Planetary Assault Systems;2;2;4727;
Hi & Saberhägen;1;1;6665;
The Barry Sisters;1;10;1541;
Edward Sharpe & The Magnetic Zeros;1;7;2081;
Claude Nougaro;1;2;4728;
George T;1;1;6666;
Oni Ayhun;2;8;1872;
Gary Bartz;2;2;4729;
Keleketla!;2;6;2356;
KOTA The Friend;3;3;3727;
Alela Diane;1;5;2657;
Sadhu Sensi;1;3;3728;
Katharina Ernst;1;1;6667;
slowrider2020;2;3;3729;
EOB;2;6;2357;
Maria Bethânia;1;1;6668;
The Art of Noise;5;47;312;
Alter Ego Amsterdam;1;1;6669;
Boiler Room;2;2;4730;
Gaijin Blues;2;2;4731;
Green-House;19;225;27;🇺🇸 US
Golden Bug;9;14;1096;
187 Lockdown;1;2;4732;
Philou Louzolo;3;3;3730;
So Inagawa;1;2;4733;
Helium Robots;1;1;6670;
The Grid;1;1;6671;
Monticule Festival;1;1;6672;
Radio Campus France;1;1;6673;
Luis Perez;1;1;6674;
reple;1;1;6675;
Ketiov;1;3;3731;
Moods;4;25;587;
DJ Cam Quartet;7;15;1025;
7apes;1;1;6676;
Guts;7;40;362;
Gotan Project;1;1;6677;
DLJ;1;1;6678;
Kazam;2;2;4734;
The Breed;3;6;2358;
Burrito Brown;2;3;3732;
4th Sign;6;23;653;
Monika Kruse;1;2;4735;
Neuquén Groove;1;1;6679;
Oskar Skarp;1;7;2082;
Federico Estevez;10;13;1196;
Awkward Corners;1;1;6680;
Fuel Fandango;1;10;1542;
Amtrac;2;3;3733;
Ikaru;1;1;6681;
Ex-Pylon;3;22;693;
Mustafa Ahmed;4;5;2658;
Jaga Jazzist;1;1;6682;
Flume;1;1;6683;
Kartell;1;4;3083;
Gianni Brezzo;20;35;411;
EMS Synthi 100;1;1;6684;
Aphty Khéa;1;1;6685;
Genevieve Artadi;2;9;1691;
Mike Slott;1;1;6686;
Daniel Aged;1;1;6687;
Waaju;2;25;588;
Rick Wade;6;14;1097;
James Last;1;2;4736;
Afrosideral;1;2;4737;
Donny Benét;1;1;6688;
Resavoir;9;24;616;
Muriel Grossmann;1;1;6689;
Laurent Bardainne;6;12;1290;
Mac Quayle;1;1;6690;
DJ CAM & DJ CAM QUARTET(official);1;1;6691;
Bruce Brubaker;6;9;1692;
Rancido;1;1;6692;
Mental Overdrive;1;1;6693;
Deluxe;1;1;6694;
Rob Moss Wilson;1;1;6695;
Tryo;1;1;6696;
Brigitte Bardot;1;1;6697;
Purple Disco Machine;1;1;6698;
Flo Morrissey;8;10;1543;
L.A. Salami;14;28;521;
Spacebomb House Band;1;1;6699;
Angelica Garcia;1;1;6700;
Laura Veirs;1;1;6701;
The Waterboys;1;1;6702;
Sleepwalkers;1;1;6703;
Jackie Cohen;1;1;6704;
Cocoon;1;1;6705;
Tim Heidecker;1;1;6706;
Trey Pollard;1;1;6707;
Cameron Ralston;1;1;6708;
Landon Elliott;1;1;6709;
Karl Blau;1;1;6710;
Good Dog Nigel;1;1;6711;
Charlie Fink;1;1;6712;
LEX AMOR;2;4;3084;
Earth, Wind & Fire;2;2;4738;
L VE M TEL;1;2;4739;
Shire Tea;3;8;1873;
Helado Negro;2;2;4740;
Julianna Barwick;8;12;1291;
Maurice Fulton;1;1;6713;
Drugface;1;3;3734;
Matthew Halsall & The Gondwana Orchestra;1;3;3735;
Bonaparte;2;7;2083;
Ill Considered;3;5;2659;
Levitation Orchestra;1;3;3736;
hiatt db;1;5;2660;
Sepalot;2;2;4741;
WOOM;2;2;4742;
Big Wild;1;6;2359;
Lukas Endhardt;1;1;6714;
I Am Oak;1;1;6715;
Cosmic Bridge;1;1;6716;
Laut & Luise;1;1;6717;
Liebe;1;1;6718;
Bastard Jazz;1;1;6719;
Amateur Exotic;1;1;6720;
Jyoti;1;1;6721;
Hannah James;10;10;1544;
feines Tier;3;5;2661;
Tripolar;1;2;4743;
Kousto;1;1;6722;
Rose Avenue;1;5;2662;
Mosley Jr;8;28;522;
Clive From Accounts;5;14;1098;
Tracey;1;1;6723;
Unhappybirthday;1;1;6724;
Andrew Ashong;3;5;2663;
Omar S;5;6;2360;
Akasha System;7;8;1874;
Molero;7;19;806;
Bandé-Gamboa;1;1;6725;
Global Communication;1;1;6726;
Seahawks;1;2;4744;
Moondog;1;1;6727;
The Heliocentrics;6;13;1197;
Avishai Cohen;3;9;1693;
J Lloyd;6;12;1292;
Howie B;2;3;3737;
CFCF;1;4;3085;
Sessa;23;140;66;🇧🇷 BR
Pantha du Prince;37;166;52;🇩🇪 DE
Galcher Lustwerk;9;18;852;
Barney McAll;1;1;6728;
Febueder;2;3;3738;
Surv;1;6;2361;
Snazzback;13;22;694;
Los Days;4;12;1293;
Blonde Koala;1;1;6729;
Julian Stetter;1;2;4745;
Moon Duo;5;7;2084;
Oma;3;10;1545;
Glows;1;2;4746;
Petter Eldh;3;9;1694;
B.J. Smith;3;8;1875;
Felipe Granda;1;2;4747;
Wolfsmond;1;1;6730;
Käptn Peng;1;3;3739;
Blockhead;4;4;3086;
Red Hot Chili Peppers;14;18;853;
Sol Seppy;1;5;2664;
MC Palakata;1;2;4748;
Sunken Cages;1;1;6731;
Hedrun;4;12;1294;
Radiohead;4;4;3087;
Quin Kirchner;1;1;6732;
Tommy James & The Shondells;1;4;3088;
Jaakko Eino Kalevi;4;14;1099;
Edgar Rothermich;1;1;6733;
Lesley Gore;1;1;6734;
Daphni;6;18;854;
Pusha T;1;2;4749;
Eddie Kendricks;2;2;4750;
Joanie Sommers;1;1;6735;
Benge;2;2;4751;
Tracy Chapman;1;1;6736;
Studio Deep;1;4;3089;
Gonzalo Bolla;1;1;6737;
Asha Puthli;17;31;468;
Danika Smith;1;5;2665;
Funkadelic;3;6;2362;
Sad City;1;1;6738;
Sixty;1;1;6739;
Boozoo Bajou;11;18;855;
somni;1;1;6740;
Wilson Tanner;6;17;907;
David Marston;1;1;6741;
Shire T;11;27;542;
Floco Floco;1;1;6742;
New Jackson;2;2;4752;
Witch;1;5;2666;
Daft Punk;5;5;2667;
walterwarm;1;1;6743;
Sofie;6;30;484;
Sweatson Klank;16;25;589;
Barış Manço;1;1;6744;
Myd;5;7;2085;
fleet.dreams;1;2;4753;
Super Mama Djombo;1;3;3740;
Aguas Ardientes;1;2;4754;
Rhodri Parry;1;2;4755;
GLOWE;1;1;6745;
KAYTRANADA;3;4;3090;
Jai Paul;2;2;4756;
Shelley Thomas;1;1;6746;
Kendrick Lamar;15;58;248;
Onra;3;9;1695;
Shanti Celeste;5;8;1876;
The Bacao Rhythm & Steel Band;1;1;6747;
Räubermukke;1;1;6748;
Mirko Loko;4;38;384;
FEATER;5;12;1295;
Sergie Rezza;1;10;1546;
Still;1;8;1877;
Takuya Yamashita;3;9;1696;
Eduardo de la Calle;2;7;2086;
Scott Ferguson;1;7;2087;
Atish;3;4;3091;
Serge Perzh;1;1;6749;
Mabel;1;1;6750;
Wincent Kunth;2;8;1878;
Rhi;5;11;1415;
Moonchild;1;2;4757;
Teeth Agency;11;63;222;
The Webb People;1;1;6751;
Aphrodite's Child;1;1;6752;
Roy Davis Jr.;4;10;1547;
Moomin;8;24;617;
Mark Slee;1;1;6753;
Pata de perro;1;1;6754;
Kevin Saunderson;1;4;3092;
Dave Aju;2;4;3093;
Green Velvet;1;2;4758;
Miracle Tones;2;3;3741;
Asa Tone;8;17;908;
Richi M;1;1;6755;
Young Franco;5;9;1697;
Cristian Monak;1;1;6756;
Maarlem;1;1;6757;
Santi De;2;4;3094;
SheBeKeke;7;15;1026;
Sir Was;27;111;101;
Lukas Lauermann;1;1;6758;
Azu Tiwaline;5;9;1698;
DNGDNGDNG;1;2;4759;
Celer;1;1;6759;
Béliz;7;8;1879;
Bside;1;1;6760;
Tiawa;2;2;4760;
Sefi Zisling;2;12;1296;
sUb_modU;1;1;6761;
Pieces of a Man;1;1;6762;
Terror Danjah;1;1;6763;
Nikitch;17;83;156;
Gawd Status;1;2;4761;
Bryony Jarman-Pinto;32;165;54;🇬🇧 GB
The Alvaret Ensemble;1;3;3742;
Victoria Santa Cruz;1;1;6764;
Dj Havaiana;1;1;6765;
Master Chivero;1;1;6766;
CK Mann + Carousel 7;1;1;6767;
Soul Brothers;1;1;6768;
WheelUP;10;27;543;
Flowdan;1;2;4762;
NoNames;1;1;6769;
Hot 8 Brass Band;1;1;6770;
Marlene;1;1;6771;
Octave One;1;1;6772;
Bmg;1;1;6773;
Claude VonStroke;1;1;6774;
Delano Smith;2;2;4763;
Mr. G;3;5;2668;
Ataxia;1;1;6775;
Felbm;10;38;385;
Haruomi Hosono;2;12;1297;
Two Lone Swordsmen;2;4;3095;
Solgior;1;3;3743;
Soulful Abstraction;1;1;6776;
Kido Sheep;1;1;6777;
Skylab;1;4;3096;
The Vernon Spring;3;10;1548;
DJ Yenchy;1;1;6778;
Elkka;15;42;346;
Malin Genie;2;3;3744;
KerenDun;1;1;6779;
The Quiet Temple;1;1;6780;
Vex Ruffin;1;4;3097;
Caroline;1;2;4764;
Tamdara;1;1;6781;
Earth's Seed;1;1;6782;
Byron the Aquarius;7;18;856;
TheGrimmer;1;1;6783;
Damian Lazarus;1;1;6784;
Celeste Gomez Machado;1;1;6785;
YellowStraps;1;1;6786;
Schmieds Puls;2;5;2669;
Mumford & Sons;5;5;2670;
Ben Howard;1;1;6787;
Gisbert zu Knyphausen;1;1;6788;
Bon Iver;4;5;2671;
Mine;2;2;4765;
AnnenMayKantereit;2;2;4766;
Alicia Edelweiss;9;10;1549;
Lisa Hannigan;11;24;618;
Moby;3;4;3098;
Hologram Teen;3;14;1100;
Martin Green;1;1;6789;
Gaye Su Akyol;1;1;6790;
Viktor Marek;1;8;1880;
Sun Ra Arkestra;1;1;6791;
Afriqua;1;1;6792;
Luke Vibert;4;7;2088;
Arvo Pärt;3;5;2672;
trndmsk;3;3;3745;
Skee Mask;2;2;4767;
Shida Shahabi;3;17;909;
Coladera;8;9;1699;
Aquiles Navarro;1;6;2363;
Amir Bresler;2;3;3746;
Steve Hiett;3;5;2673;
79.5;2;3;3747;
The Orb;2;2;4768;
Absolute.;1;1;6793;
Swamimillion;1;1;6794;
Corben;1;1;6795;
Machinedrum;1;1;6796;
Giuseppe Martucci;2;9;1700;
Johannes Brahms;7;29;498;
Qnete;1;5;2674;
Brijean;6;15;1027;
Iron Curtis;2;5;2675;
The Gaslamp Killer;20;37;392;
Rob Mazurek;1;2;4769;
Kush Jones;1;5;2676;
Beatprods;1;2;4770;
Mark Hawkins;3;8;1881;
Bjarki;3;5;2677;
Ultraísta;2;7;2089;
Janko Nilovic;6;14;1101;
Bantey;1;1;6797;
Dougie Stu;3;3;3748;
Dan Shake;2;7;2090;
Local Artist;3;8;1882;
Sol Monk;1;3;3749;
Kahil El'Zabar;5;10;1550;
STR4TA;3;7;2091;
"Evelyn ""Champagne"" King";1;6;2364;
Charles Webster;2;23;654;
arp Frique;6;45;322;
Kraak & Smaak;7;11;1416;
Lee Mcdonald;1;11;1417;
Porij;3;6;2365;
Yin Yin;16;44;327;
Black Nile;1;1;6798;
Adult Fiction;1;1;6799;
Kelly Moran;2;3;3750;
okvsho;31;278;17;
Forest Drive West;1;2;4771;
Minor Science;1;1;6800;
Maya Jane Coles;1;1;6801;
Ronald Langestraat;11;25;590;
Linkwood Family;1;18;857;
Xique-Xique;12;39;374;
Alton McClain & Destiny;1;4;3099;
Dodô Da Bahia & As Virgens De Porto Seguro;1;4;3100;
Linkwood;9;19;807;
SPAZA;2;3;3751;
Kate NV;1;12;1298;
Musclecars;14;70;194;
AceMoMa;1;1;6802;
Malka Tuti;1;1;6803;
Mixed Signals;1;3;3752;
H.Takahashi;4;5;2678;
Fabrizio Paterlini;16;23;655;
&lez;1;2;4772;
Jeff Parker;11;13;1198;
Girls in Airports;6;15;1028;
Henri Guédon;9;9;1701;
A Grape Dope;1;2;4773;
TRANS-4M;1;1;6804;
Fudge Fingas;2;7;2092;
The Complainers;1;1;6805;
The Gap Band;2;4;3101;
Four Hands;1;1;6806;
The Velvet Circle;1;4;3102;
Mount Obsidian;2;7;2093;
Rebolledo;1;3;3753;
Fantastic Twins;2;5;2679;
Gen Pop;1;3;3754;
Paulor;2;5;2680;
Lake Turner;1;2;4774;
The Novotones;2;5;2681;
Pluramon;1;2;4775;
Cesária Évora;2;3;3755;
Rainbow Team;2;4;3103;
Odyssey;1;5;2682;
Eko;1;4;3104;
Banda Black Rio;3;24;619;
Greg Fox;4;4;3105;
Afrik Bawantu;2;2;4776;
Delight;1;2;4777;
Uptown Funk Empire;1;5;2683;
Potatohead People;5;12;1299;
Katerine;1;1;6807;
The 9th Creation;1;1;6808;
B.B. & Q. Band;1;1;6809;
Leo Brouwer;1;1;6810;
Kimosabe;1;1;6811;
Kalabrese;2;10;1551;
Evgeny KoTT;1;1;6812;
Michael Mayer;3;6;2366;
Bato Bato;10;10;1552;
Michael Price;1;8;1883;
David Allred;2;19;808;
Thelonious Monk;23;30;485;
Jan Johansson;2;10;1553;
Niklas Paschburg;5;54;269;
Greg Haines;1;4;3106;
Anouar Brahem;1;8;1884;
坂本龍一;9;16;970;
Goldmund;4;20;759;
Hania Rani;14;44;328;
Anne Müller;2;5;2684;
Valeska Rautenberg;2;23;656;
Deaf Center;3;17;910;
Balmorhea;2;24;620;
Jacob Pavek;2;15;1029;
Federico Albanese;4;13;1199;
Khyaam Haque;1;4;3107;
Meredith Monk;2;7;2094;
Brambles;2;9;1702;
Oded Tzur;1;5;2685;
Eluvium;4;9;1703;
Luke Howard;6;14;1102;
Mal Waldron;2;17;911;
Jóhann Jóhannsson;8;18;858;
Alice Baldwin;1;4;3108;
Frances Shelley;1;7;2095;
Alva Noto;2;5;2686;
Roedelius;3;16;971;
Malakoff Kowalski;2;14;1103;
Rachel Grimes;1;7;2096;
Alexandra Hamilton-Ayres;2;25;591;
Ketil Bjørnstad;1;8;1885;
Tigran Hamasyan;2;15;1030;
Enrique Granados;1;4;3109;
Carlos Cipa;5;10;1554;
CABO VERDE BAND;1;4;3110;
Cabo Verde Show;1;2;4778;
Vlu;1;2;4779;
Matthew Bourne;1;5;2687;
Erik Satie;2;7;2097;
Dustin O'Halloran;21;69;199;
Paul Bley;1;3;3756;
Beats In Space;1;2;4780;
Light of the World;4;8;1886;
Galaxia 2000;1;1;6813;
Mendes & Mendes;1;3;3757;
Danny Carvalho;1;1;6814;
Mendes;1;1;6815;
Zeca & Zeze Di Nha Reinalda;1;1;6816;
Surprise Chef;22;96;126;🇦🇺 AU
upsammy;2;7;2098;
Terrapin;1;2;4781;
The Modernist;1;7;2099;
burger/ink;1;2;4782;
