Name;Tracks;Scrobbles;Rank
"Laurence Pike";"2";"2";"4501"
"Edmony Krater";"2";"8";"1828"
"Thievery Corporation";"6";"6";"2295"
"Köhncke";"1";"51";"275"
"Vladimir";"1";"1";"6307"
"haft";"1";"6";"2296"
"GONNO × MASUMURA";"1";"3";"3595"
"Les Filles De Illighadad";"4";"8";"1829"
"Aim";"1";"2";"4502"
"Mock & Toof";"1";"1";"6308"
"Chicco";"1";"5";"2584"
"Atom™";"1";"2";"4503"
"Mop Mop";"17";"29";"483"
"Hildegard Knef";"1";"1";"6309"
"Marcello Giordani";"1";"1";"6310"
"Kollektiv Turmstrasse";"3";"4";"2997"
"Låpsley";"1";"1";"6311"
"Etienne de Crécy";"2";"5";"2585"
"Kyrill & Redford";"1";"1";"6312"
"Dennis Cruz";"1";"1";"6313"
"Bas Amro";"1";"1";"6314"
"DJ Marky";"2";"2";"4504"
"Richie Havens";"1";"1";"6315"
"Tullio De Piscopo";"1";"1";"6316"
"DJ Fitchie";"1";"1";"6317"
"Kourosh Yaghmaei";"1";"1";"6318"
"Look Like";"1";"1";"6319"
"Canu";"1";"1";"6320"
"Nina Simone";"8";"18";"828"
"Rodney Hunter";"1";"1";"6321"
"Them";"1";"1";"6322"
"Mattafix";"1";"1";"6323"
"Lamont Dozier";"1";"1";"6324"
"Waldeck";"2";"4";"2998"
"Yse Saint Laur'ant";"1";"1";"6325"
"Simakov";"1";"1";"6326"
"Digital Afrika";"14";"24";"591"
"Kiko Navarro";"1";"1";"6327"
"Randomized Coffee";"1";"1";"6328"
"Scott nice";"2";"2";"4505"
"August Artier";"1";"1";"6329"
"Ali Farka Touré";"19";"87";"142"
"Van Stee";"2";"12";"1249"
"William Onyeabor";"2";"2";"4506"
"Jackie Mittoo";"2";"2";"4507"
"Gloria Ann Taylor";"3";"6";"2297"
"ESG";"3";"3";"3596"
"Darondo";"2";"2";"4508"
"Brokenchord";"9";"16";"940"
"Jimi Hendrix";"8";"8";"1830"
"Paul Traeumer";"3";"5";"2586"
"Soul Keita";"3";"12";"1250"
"Oval Space / The Pickle Factory";"1";"2";"4509"
"The Beatles";"2";"2";"4510"
"Curtis Mayfield";"1";"3";"3597"
"Creedence Clearwater Revival";"1";"1";"6330"
"The Karminsky Experience Inc.";"2";"5";"2587"
"Thierry David";"1";"1";"6331"
"Extremely Bad Man";"1";"2";"4511"
"Marlena Shaw";"1";"1";"6332"
"Commodores";"1";"1";"6333"
"Whitney";"1";"1";"6334"
"CROWN RULER";"3";"3";"3598"
"Tendts";"1";"1";"6335"
"Dionisio Maio";"1";"2";"4512"
"JOSE CASIMIRO";"2";"3";"3599"
"Bana";"1";"2";"4513"
"Corbo";"1";"1";"6336"
"Edmoon Records";"1";"2";"4514"
"Modern Obscure Music";"1";"1";"6337"
"THE DIABOLICAL LIBERTIES";"4";"4";"2999"
"Timbuktu";"2";"5";"2588"
"May East";"1";"1";"6338"
"Dequinha e Zaba";"1";"1";"6339"
"Oharaska";"1";"1";"6340"
"Fausto Fawcett";"1";"1";"6341"
"Manu Delago";"10";"13";"1152"
"Mathias Eick";"1";"1";"6342"
"Nookala Chinna Satyanarayana";"1";"1";"6343"
"Gene Harris";"12";"18";"829"
"The Invisible";"2";"3";"3600"
"Mndsgn";"7";"9";"1643"
"Håkan Hellström";"1";"1";"6344"
"Veronica Maggio";"1";"1";"6345"
"Silvana Imam";"1";"1";"6346"
"Jonti";"1";"1";"6347"
"Jacques";"1";"1";"6348"
"Abro";"1";"1";"6349"
"Compost";"1";"2";"4515"
"Rahhh";"1";"1";"6350"
"Spacetime Continuum";"1";"3";"3601"
"Pegasus";"1";"4";"3000"
"Sly And Lovechild";"1";"1";"6351"
"Hiver";"1";"1";"6352"
"Batang Frisco";"1";"2";"4516"
"Joji Yuasa";"1";"3";"3602"
"Wilburn Burchette";"1";"3";"3603"
"Guem";"1";"1";"6353"
"SHIKA SHIKA";"3";"5";"2589"
"Späk";"1";"1";"6354"
"Black Pumas";"20";"162";"52"
"Seanie T";"1";"3";"3604"
"Cleve Pozar";"1";"1";"6355"
"Bodega";"1";"1";"6356"
"Dino & The Deltones";"1";"1";"6357"
"The Friendly Seven feat. Betty Thompson";"1";"2";"4517"
"Yo La Tengo";"8";"10";"1504"
"Clark";"7";"27";"519"
"Jake Milliner";"2";"4";"3001"
"Derrok";"1";"1";"6358"
"Uakti";"1";"1";"6359"
"Salon - Zur wilden Renate";"1";"1";"6360"
"Barbara Moore";"1";"1";"6361"
"inflo";"2";"2";"4518"
"Merle";"1";"1";"6362"
"Manuel Darquart";"12";"24";"592"
"The Marias";"1";"1";"6363"
"Sam Evian";"1";"1";"6364"
"BADBADNOTGOOD";"24";"36";"390"
"Jungle";"14";"30";"468"
"Mansur Brown";"12";"38";"370"
"The Flying Stars Of Brooklyn NY";"1";"1";"6365"
"Sault";"25";"56";"253"
"Paul Cherry";"1";"1";"6366"
"Lil Pump";"1";"1";"6367"
"Charlotte Adigéry";"15";"166";"49"
"Cypress Hill";"2";"2";"4519"
"Slumberville";"1";"1";"6368"
"The Small Circle";"1";"1";"6369"
"Joaquín Cornejo";"4";"6";"2298"
"Tawiah";"9";"79";"158"
"Area Code 615";"1";"3";"3605"
"Crue-l Grand Orchestra";"1";"3";"3606"
"Glissandro 70";"1";"3";"3607"
"Holger Czukay";"1";"2";"4520"
"Rey De Copás";"1";"2";"4521"
"The Mole";"1";"2";"4522"
"The Electric South";"1";"13";"1153"
"Carlos Hernandez";"1";"3";"3608"
"Finzy Kontini";"1";"3";"3609"
"Musique";"1";"3";"3610"
"Soylent Green";"1";"2";"4523"
"Tsha";"5";"6";"2299"
"Titeknots";"2";"3";"3611"
"Dan Kye";"12";"82";"154"
"Barakas";"1";"2";"4524"
"R. Lyle";"1";"2";"4525"
"Throwing Snow";"2";"3";"3612"
"Nepa Allstar";"1";"2";"4526"
"Earth Trax";"10";"17";"880"
"John Beltran";"9";"31";"451"
"Georges Rey Ensemble";"1";"2";"4527"
"NATURAL LATERAL";"4";"4";"3002"
"Santi";"2";"10";"1505"
"Meitei";"23";"52";"271"
"DAMA DAMA";"1";"1";"6370"
"Jonas Sá";"1";"1";"6371"
"HouseWork";"1";"1";"6372"
"Budgie";"3";"9";"1644"
"MinaeMinae";"10";"10";"1506"
"Arms and Sleepers";"7";"40";"351"
"Josephine Wiggs";"5";"5";"2590"
"Marcus Hamblett";"7";"22";"666"
"Niklas Wandt";"8";"14";"1060"
"Ralph Heidel";"5";"9";"1645"
"Keope";"2";"3";"3613"
"Karaba";"1";"9";"1646"
"David Nesselhauf";"1";"3";"3614"
"Sissi Rada";"1";"2";"4528"
"Andromeda Mega Express Orchestra";"1";"2";"4529"
"Oracles";"1";"1";"6373"
"Onom Agemo";"1";"1";"6374"
"Torben Unit";"1";"1";"6375"
"JJ Whitefield";"6";"19";"777"
"Yacht";"4";"12";"1251"
"Salomea";"1";"1";"6376"
"Matana Roberts";"3";"6";"2300"
"Karnaval Blues";"2";"2";"4530"
"Barney Artist";"2";"2";"4531"
"Shellac";"1";"2";"4532"
"Steve Moore";"5";"5";"2591"
"Benita";"1";"1";"6377"
"Dusky";"1";"1";"6378"
"Peter Abdul";"1";"1";"6379"
"Ami Dang";"1";"3";"3615"
"DJ Python";"3";"11";"1385"
"Leafcutter John";"1";"6";"2301"
"Antoine Berjeaut";"1";"2";"4533"
"Angel Bat Dawid";"7";"17";"881"
"Rev Harvey Gates";"1";"3";"3616"
"Batsumi";"1";"1";"6380"
"DJ Cam";"24";"71";"182"
"Oso Leone";"4";"19";"778"
"Ferg";"1";"1";"6381"
"Crac";"3";"6";"2302"
"Kali Malone";"3";"13";"1154"
"ras";"2";"6";"2303"
"Rozi Plain";"3";"7";"2025"
"Beverly Glenn-Copeland";"1";"1";"6382"
"Pat Thomas";"3";"8";"1831"
"Meara O'Reilly";"1";"1";"6383"
"Hans Hass";"1";"1";"6384"
"RVDS";"1";"2";"4534"
"Horizont";"1";"1";"6385"
"JRBB";"1";"1";"6386"
"Little Dragon";"24";"203";"30"
"Jad & The";"5";"15";"992"
"The Quiet Ones";"1";"4";"3003"
"Leif";"2";"4";"3004"
"Camila Costa";"1";"4";"3005"
"Svínhunder";"1";"3";"3617"
"Yu Su";"12";"20";"733"
"Amerigo Gazaway";"1";"2";"4535"
"Carlos Niño & Friends";"4";"7";"2026"
"David Walters";"26";"173";"44"
"Kanot";"1";"1";"6387"
"Okain";"1";"1";"6388"
"Contact";"1";"1";"6389"
"Sinoptik Music";"1";"2";"4536"
"WaWuWe";"1";"1";"6390"
"The Frightnrs";"4";"7";"2027"
"The Gladiators";"1";"2";"4537"
"Toots and The Maytals";"1";"1";"6391"
"John Brown's Body";"1";"2";"4538"
"The Vernons";"1";"1";"6392"
"The Jamaicans";"1";"1";"6393"
"Sublime";"1";"2";"4539"
"Desmond Cheese";"7";"15";"993"
"Bob Marley & The Wailers";"1";"2";"4540"
"Treugol'nyy Son";"1";"1";"6394"
"Astro Nautico";"1";"1";"6395"
"Naxatras";"1";"3";"3618"
"Ziggy Marley";"1";"1";"6396"
"Muno";"1";"1";"6397"
"Batu Ozer";"1";"1";"6398"
"Niju";"1";"1";"6399"
"Jacob Groening";"3";"16";"941"
"Loewenthal";"1";"1";"6400"
"ōme";"3";"3";"3619"
"DaniT";"1";"1";"6401"
"Prins Emanuel";"12";"20";"734"
"Aaron Taylor";"2";"2";"4541"
"Serafina Steer";"1";"3";"3620"
"Brainstory";"6";"11";"1386"
"Mark de Clive-Lowe";"14";"22";"667"
"Frank Sinatra";"5";"6";"2304"
"Matt Terry";"1";"1";"6402"
"Gwen Stefani";"2";"3";"3621"
"Sia";"3";"4";"3006"
"98º";"1";"1";"6403"
"Coldplay";"1";"2";"4542"
"Destiny's Child";"1";"2";"4543"
"Britney Spears";"1";"1";"6404"
"The Vamps";"1";"1";"6405"
"Sam Smith";"1";"1";"6406"
"Ariana Grande";"2";"4";"3007"
"Bing Crosby";"7";"10";"1507"
"Chris Rea";"2";"4";"3008"
"Meghan Trainor";"1";"2";"4544"
"FEATHERED SUN";"2";"4";"3009"
"The Colours That Rise";"4";"13";"1155"
"Santilli";"1";"2";"4545"
"Pole";"3";"16";"942"
"The Midnight Hour";"1";"2";"4546"
"Sam Prekop";"6";"16";"943"
"Andras";"11";"42";"333"
"Max Clouth Clan";"1";"1";"6407"
"Pacific Coliseum";"4";"5";"2592"
"Family Time";"2";"8";"1832"
"Micatone";"11";"14";"1061"
"Aporia";"4";"7";"2028"
"Thibault Renou";"1";"2";"4547"
"Kevin Morby";"1";"4";"3010"
"Peaking Lights";"15";"31";"452"
"❖UMOJA";"6";"6";"2305"
"midub";"1";"1";"6408"
"Detroit Swindle";"1";"1";"6409"
"Space Ghost";"15";"38";"371"
"Kasper Marott";"2";"5";"2593"
"Verner";"1";"2";"4548"
"DIRK 81";"2";"6";"2306"
"S. N. Goenka";"1";"1";"6410"
"Bété";"6";"12";"1252"
"Sick Puppies";"1";"1";"6411"
"Clarence Carter";"1";"3";"3622"
"Slow Attack Ensemble";"2";"5";"2594"
"Holy Fuck";"4";"9";"1647"
"Nautiluss";"1";"1";"6412"
"Violetta Parisini";"7";"17";"882"
"Meetsysteem";"1";"3";"3623"
"Billy Ocean";"1";"3";"3624"
"Yoshinori Hayashi";"1";"1";"6413"
"Cowboy Rhythmbox";"1";"2";"4549"
"Ichisan";"1";"3";"3625"
"Edwin Starr";"1";"1";"6414"
"Dervish";"1";"42";"334"
"Ana Roxanne";"8";"23";"627"
"Mary Lattimore";"5";"65";"204"
"Shyamal Sinha";"1";"12";"1253"
"Liquid Youth";"2";"3";"3626"
"Deep House Vancouver";"1";"1";"6415"
"Blusher";"1";"1";"6416"
"Tina Malia";"2";"5";"2595"
"Mapstation";"4";"4";"3011"
"Nihiloxica";"4";"11";"1387"
"Pigmalião";"9";"33";"423"
"Robert Stillman";"1";"3";"3627"
"Gal Gracen";"10";"74";"172"
"HÆLOS";"1";"1";"6417"
"gillespeterson";"2";"3";"3628"
"Jac the Disco";"2";"14";"1062"
"Fagaru Evolution";"2";"8";"1833"
"Cito Jarvis";"1";"9";"1648"
"Arrow";"2";"3";"3629"
"Sebastian Böhm";"1";"5";"2596"
"Peter Britto";"1";"1";"6418"
"*D* Ivan";"1";"2";"4550"
"Adonijah";"1";"2";"4551"
"Levi John";"1";"10";"1508"
"The Millers";"1";"2";"4552"
"Mohjah";"1";"1";"6419"
"Spiking";"1";"2";"4553"
"Lewlewal de Podor";"2";"5";"2597"
"Roger Bain";"1";"1";"6420"
"Juno D";"1";"1";"6421"
"Andre Tanker";"1";"2";"4554"
"Colin Jackman";"1";"14";"1063"
"Touch";"1";"1";"6422"
"Bill Campbell";"1";"3";"3630"
"D' Rebel Band";"1";"2";"4555"
"Barrio Lindo";"9";"14";"1064"
"Traditional";"5";"7";"2029"
"Thomas Fehlmann";"7";"12";"1254"
"Zuco 103";"2";"2";"4556"
"The Sabres of Paradise";"1";"1";"6423"
"Nadia Nair";"2";"2";"4557"
"John Hopkins Uni";"1";"1";"6424"
"Abba Gargando";"2";"6";"2307"
"Alkibar Gignor";"1";"2";"4558"
"Intriya Ag Babo";"1";"4";"3012"
"Children in Djounhan";"1";"2";"4559"
"Amanar";"1";"2";"4560"
"Pingipung";"1";"2";"4561"
"King Aus";"1";"1";"6425"
"Mary Clark";"1";"19";"779"
"Quantic;Los Miticos Del Ritmo";"1";"1";"6426"
"Horostar de Tonka";"1";"2";"4562"
"Nelson Of The East";"6";"15";"994"
"Kohra";"1";"1";"6427"
"baiuca";"1";"2";"4563"
"IYAKUH";"1";"1";"6428"
"Sangeet";"1";"1";"6429"
"Nomadic";"1";"1";"6430"
"Fany Havest";"1";"1";"6431"
"Quirino Do Canto";"1";"1";"6432"
"Tchiss Lopes";"1";"3";"3631"
"João Cirilo";"1";"2";"4564"
"Abel Lima";"1";"1";"6433"
"Os Apolos";"1";"1";"6434"
"Américo Brito";"2";"4";"3013"
"Elisio Vieira";"2";"3";"3632"
"Modha";"4";"7";"2030"
"Tidiane Thiam";"2";"3";"3633"
"Nicolas Godin";"5";"13";"1156"
"JuJu Rogers";"6";"9";"1649"
"Trippin Jaguar";"4";"6";"2308"
"Nasty P.";"1";"1";"6435"
"Feyyaz Yigit";"2";"2";"4565"
"Jacques Renault";"3";"7";"2031"
"Robag_fm";"3";"5";"2598"
"Philippe Cohen Solal";"2";"3";"3634"
"Hamlet Minassian";"1";"10";"1509"
"Jungle by Night";"7";"12";"1255"
"Karl Berger";"1";"1";"6436"
"Awesome Tapes from Africa";"1";"1";"6437"
"Horatio Luna";"12";"27";"520"
"Jacques Palminger";"1";"13";"1157"
"Bochum Welt";"2";"3";"3635"
"Lifted";"5";"5";"2599"
"Jay Daniel";"7";"12";"1256"
"Robert Loyson";"1";"1";"6438"
"Tom Of England";"1";"1";"6439"
"Zara McFarlane";"1";"1";"6440"
"Jack Kornfield";"2";"2";"4566"
"Gam̈a͇";"1";"1";"6441"
"DA IGUANA";"2";"2";"4567"
"Steffen Ki";"1";"1";"6442"
"Intiche";"1";"1";"6443"
"Maracuyá";"1";"1";"6444"
"Marcelo Berges";"2";"2";"4568"
"Alaix Pulse";"1";"1";"6445"
"Maugli";"1";"1";"6446"
"Dark but Gray";"1";"1";"6447"
"Nillo";"1";"1";"6448"
"Sarrelangue";"1";"1";"6449"
"Victor Norman";"3";"6";"2309"
"Numa Gama";"7";"7";"2032"
"East Forest";"2";"2";"4569"
"Vermont";"13";"59";"231"
"Andreas Söderström";"1";"2";"4570"
"Stelvio Cipriani";"1";"5";"2600"
"Pachanga Boys";"1";"1";"6450"
"Unspecified";"3";"4";"3014"
"Vajk Kobza";"1";"9";"1650"
"North Downs";"7";"45";"310"
"Risco Connection";"2";"19";"780"
"Supersempfft";"1";"4";"3015"
"Oriyin";"2";"3";"3636"
"Botany";"1";"3";"3637"
"FKA twigs";"1";"1";"6451"
"Jake Hottell";"6";"6";"2310"
"Resident Advisor";"10";"21";"700"
"Persian Empire";"6";"19";"781"
"Baden Powell & Vinicius de Moraes";"1";"2";"4571"
"Sam Cooke vs. Kalabrese";"1";"2";"4572"
"Stephen Steinbrink & ∆";"1";"2";"4573"
"Marina Gallardo";"1";"2";"4574"
"Iona Fortune";"2";"3";"3638"
"Equiknoxx";"2";"6";"2311"
"Blackpocket";"1";"2";"4575"
"Vernon Maytone";"1";"2";"4576"
"Tiger";"1";"2";"4577"
"DJ Nervoso";"1";"2";"4578"
"Andreya Triana";"1";"2";"4579"
"Emílio Santiago";"3";"4";"3016"
"Rosa Maria";"1";"2";"4580"
"Laurel Aitken";"1";"3";"3639"
"Antibalas";"1";"2";"4581"
"Natural Self";"2";"3";"3640"
"Dobie";"1";"2";"4582"
"Mr. Scruff";"8";"19";"782"
"Ding Dong";"1";"2";"4583"
"Fats Comet";"1";"2";"4584"
"Paddy Steer";"1";"5";"2601"
"Andy Ash";"2";"8";"1834"
"Alexander Robotnick";"2";"3";"3641"
"Hashim";"1";"2";"4585"
"Bumcello";"1";"2";"4586"
"Archie Pelago";"1";"2";"4587"
"La Decadanse";"1";"1";"6452"
"NBHAP";"1";"1";"6453"
"Lanu";"13";"61";"221"
"Space Captain";"1";"1";"6454"
"Jesse Fischer";"1";"1";"6455"
"Hint";"1";"1";"6456"
"J-Felix";"2";"2";"4588"
"Village Of The Sun";"4";"7";"2033"
"Olsen and the Hurley Sea";"1";"1";"6457"
"Sicker Man";"1";"1";"6458"
"Nicola Conte & Spiritual Galaxy";"12";"12";"1257"
"Seiji";"1";"5";"2602"
"Snowboy and The Latin Section";"1";"1";"6459"
"Drymbago";"1";"1";"6460"
"Harald Kindseth";"1";"1";"6461"
"Kelela & Asmara";"1";"1";"6462"
"Leonidas";"1";"12";"1258"
"Helene Roche";"1";"2";"4589"
"Bionda van der Ham";"1";"1";"6463"
"Snow In April";"1";"1";"6464"
"Julius Aston";"1";"3";"3642"
"Ruben Galloway";"1";"1";"6465"
"Peter Cavallo";"2";"3";"3643"
"Leslie Miles";"1";"2";"4590"
"Elder Lockhart";"1";"3";"3644"
"Aron Edwards";"2";"2";"4591"
"Rebour";"1";"1";"6466"
"Joep Beving";"11";"32";"435"
"Christopher Dicker";"2";"3";"3645"
"Ragnar Seaholm";"1";"1";"6467"
"Johannes Bornlöf";"3";"4";"3017"
"Alec Windt";"1";"2";"4592"
"Rebecca Leonard";"1";"2";"4593"
"Renato Luigi";"1";"1";"6468"
"Oneke";"2";"4";"3018"
"Olivia Belli";"4";"4";"3019"
"Dominique Charpentier";"1";"2";"4594"
"Robin Bennich";"2";"2";"4595"
"Dominique Marais";"2";"3";"3646"
"Oskar Schuster";"1";"2";"4596"
"Mauro Cangemi";"1";"1";"6469"
"Milo Edale";"1";"1";"6470"
"Juan Maria Solare";"1";"2";"4597"
"Tristan Eckerson";"1";"2";"4598"
"Muriël Bostdorp";"1";"3";"3647"
"Sarah Spring";"1";"2";"4599"
"Sergio Díaz De Rojas";"2";"3";"3648"
"Martin Greenbaum";"1";"1";"6471"
"Dagmar Collier";"1";"1";"6472"
"Roman Jensen";"1";"2";"4600"
"Max Swan";"2";"2";"4601"
"Daigo Hanada";"1";"1";"6473"
"Tosh Møller";"2";"2";"4602"
"Csizmazia Etel";"2";"2";"4603"
"Karin Borg";"3";"3";"3649"
"Amy-Leigh Williamson";"1";"1";"6474"
"Sufi Ellman";"1";"2";"4604"
"Heike Blau";"2";"2";"4605"
"Rhiannon Bannenberg";"1";"1";"6475"
"Moy Finneas";"1";"2";"4606"
"Aleksy Wysocki";"1";"1";"6476"
"Sigimund";"1";"2";"4607"
"Eamonn Watt";"3";"4";"3020"
"Leroy Bolander";"2";"3";"3650"
"Zachary Patel";"1";"2";"4608"
"Moux";"2";"2";"4609"
"Clara Nishimoto";"1";"1";"6477"
"Bodor Vencel";"1";"2";"4610"
"Gavin Luke";"9";"9";"1651"
"Massimo Natali [IT]";"1";"2";"4611"
"Annebelle Coenraad";"1";"2";"4612"
"Quinn MacKenzie";"1";"2";"4613"
"Akira Kosemura";"5";"10";"1510"
"Kozue Ojima";"1";"2";"4614"
"Sam Eber";"1";"3";"3651"
"Klaus Weissmuller";"1";"1";"6478"
"Kaja Voll";"1";"1";"6479"
"Santo Trevisani";"2";"3";"3652"
"Arabella Memdouh";"1";"1";"6480"
"1BTN";"1";"1";"6481"
"Lorem Ipsum";"1";"1";"6482"
"Joy Orbison";"7";"10";"1511"
"Romaal Kultan";"5";"7";"2034"
"Jpye";"1";"1";"6483"
"Kurt Adam";"1";"1";"6484"
"Lee Fields & The Expressions";"5";"5";"2603"
"Folamour";"40";"142";"64"
"44th Move";"3";"6";"2312"
"Manu Dibango";"6";"15";"995"
"thool";"1";"2";"4615"
"Happa.";"5";"9";"1652"
"Charlotte Funke";"1";"1";"6485"
"Jaidy Thissen";"1";"1";"6486"
"Zemfira Mironova";"1";"2";"4616"
"Adam Fincher";"2";"2";"4617"
"Falerina Paquet";"2";"2";"4618"
"Joel Lyssarides";"2";"3";"3653"
"Francie Stooge";"1";"2";"4619"
"Tomasz Kraal";"2";"4";"3021"
"Bela Nemeth";"1";"1";"6487"
"Lennon McKenna";"1";"2";"4620"
"Elizabeth Bouknight";"1";"1";"6488"
"Eline Neteland";"1";"2";"4621"
"Józef Gatysik";"1";"2";"4622"
"Ever So Blue";"4";"4";"3022"
"Way Beyond";"1";"1";"6489"
"Fioretta Rizzo";"2";"3";"3654"
"Jitka Kubr";"1";"1";"6490"
"Maya Åström";"1";"1";"6491"
"Jef Martens";"2";"2";"4623"
"Valbona Ceferin";"1";"1";"6492"
"Joseph Caleb";"1";"1";"6493"
"Matti Bye";"2";"12";"1259"
"Nicola conti";"1";"2";"4624"
"Minnie Scolanti";"1";"2";"4625"
"Kolorascze";"1";"1";"6494"
"Denise Billingsley";"1";"1";"6495"
"Charles Bolt";"5";"7";"2035"
"Réka Ioescu";"2";"3";"3655"
"Thomasine Robinson";"1";"2";"4626"
"Alida Sørby";"1";"2";"4627"
"PIANO NOVEL";"1";"1";"6496"
"Germain Lesage";"1";"2";"4628"
"Justin Withers";"1";"2";"4629"
"Henrietta Kuipers";"1";"2";"4630"
"Léon Branche";"1";"1";"6497"
"Leyton Stills";"1";"2";"4631"
"Alexandra Streliski";"1";"1";"6498"
"Jim Perkins";"1";"2";"4632"
"Sigrid Vass";"1";"2";"4633"
"Borghild Wenn";"1";"1";"6499"
"Ricki Westberg";"1";"2";"4634"
"Heinz Goldblatt";"1";"2";"4635"
"Frano Stanić";"1";"1";"6500"
"Alexis Ffrench";"6";"6";"2313"
"Luke Faulkner";"1";"1";"6501"
"Jensine Fleischer";"2";"2";"4636"
"Jordane Tumarinson";"1";"1";"6502"
"Davorka Poljak";"3";"4";"3023"
"Kendra Logozar";"2";"2";"4637"
"Kyran Martin";"1";"1";"6503"
"AlixPerez";"1";"1";"6504"
"José Marquez";"1";"1";"6505"
"Darkstar";"3";"10";"1512"
"Alejandro Mosso";"17";"30";"469"
"S.A. Karl";"1";"1";"6506"
"Ezequiel Johnson";"1";"2";"4638"
"Elliot Ziegler";"2";"4";"3024"
"Darrell Vitagliano";"1";"2";"4639"
"Zwera";"2";"2";"4640"
"Petra Birgisdóttir";"1";"2";"4641"
"Hayden Cargile";"3";"4";"3025"
"Novo Talos";"1";"2";"4642"
"Riccardo Lettiere";"1";"1";"6507"
"Sufi Sheman";"1";"1";"6508"
"Federico Montoya";"1";"2";"4643"
"Hermann";"1";"1";"6509"
"Mewael Yemane";"1";"1";"6510"
"Floriscope";"1";"2";"4644"
"Emanuel Fremont";"1";"1";"6511"
"Haru Kitamura";"1";"1";"6512"
"Domenico Cattaneo";"1";"1";"6513"
"Florence Bellefeuille";"1";"2";"4645"
"Doris Casella";"1";"1";"6514"
"S.J Morgan";"1";"2";"4646"
"Jacob LaVallee";"2";"3";"3656"
"Jan Thiel";"2";"2";"4647"
"Juliet Moss";"1";"1";"6515"
"Berlioz";"8";"13";"1158"
"Maria Marble";"1";"1";"6516"
"Céline Aubin";"1";"2";"4648"
"Eric Cadogan";"1";"1";"6517"
"Hiroko Murakami";"1";"2";"4649"
"Teodor Wolgers";"1";"1";"6518"
"Romaine LaGrande";"2";"2";"4650"
"Otto Wahl";"1";"1";"6519"
"Una Luna";"1";"1";"6520"
"Amity Fall";"1";"1";"6521"
"Biba Dupont";"1";"1";"6522"
"Anthony Sullivan";"1";"1";"6523"
"GÅEL";"1";"2";"4651"
"Piotr Miteska";"1";"1";"6524"
"Aenor";"1";"2";"4652"
"Darrell Boxman";"1";"1";"6525"
"Olivier Mournier";"1";"1";"6526"
"Isaac Nash";"1";"1";"6527"
"Manana Cuba";"1";"1";"6528"
"Odin Sørlie";"1";"1";"6529"
"Zygmunt Czarnecki";"1";"2";"4653"
"Samuel Lindon";"2";"3";"3657"
"Jase Moran";"1";"1";"6530"
"Saeko Seki";"1";"1";"6531"
"SYML";"1";"1";"6532"
"Jan Kubec";"1";"2";"4654"
"Gabríel Ólafs";"2";"2";"4655"
"Vala Capon";"1";"1";"6533"
"Jesse Brown";"1";"1";"6534"
"Mark Souzek";"1";"1";"6535"
"Ray Hutchcraft";"1";"2";"4656"
"Eric Badanti";"1";"1";"6536"
"Isotope 217";"1";"1";"6537"
"Satoshi Ashikawa";"1";"1";"6538"
"Melanie Adler";"2";"2";"4657"
"Juultje Berben";"1";"1";"6539"
"Lummus Park";"1";"2";"4658"
"Sumsar";"1";"2";"4659"
"Haakon Stange";"1";"1";"6540"
"Vail Bizier";"1";"1";"6541"
"Lucas Vendrai";"1";"1";"6542"
"Patrizio Pisani";"1";"1";"6543"
"Piotr Wiese";"1";"2";"4660"
"Franz Gordon";"1";"1";"6544"
"Arelius";"1";"1";"6545"
"Camilla Selezneva";"1";"1";"6546"
"The Gardens of Babylon";"1";"1";"6547"
"Pete Drake";"1";"1";"6548"
"Delroy Edwards";"1";"1";"6549"
"Monster Rally";"5";"12";"1260"
"Cleaners From Venus";"2";"3";"3658"
"Robert Mitchum";"1";"1";"6550"
"Kit Sebastian";"6";"19";"783"
"Devin the Dude";"1";"1";"6551"
"Patrick Cowley";"3";"5";"2604"
"Keinemusik";"7";"9";"1653"
"Arnie Love & the Lovettes";"1";"1";"6552"
"Slick Rick";"1";"2";"4661"
"Yellow Magic Orchestra";"1";"3";"3659"
"Gratitude";"1";"1";"6553"
"Pan Amsterdam";"4";"5";"2605"
"Cassio Ware";"1";"1";"6554"
"I:Cube";"3";"7";"2036"
"Brandt Brauer Frick";"2";"12";"1261"
"Space Dimension Controller";"4";"9";"1654"
"NUfrequency;Ben Onono";"1";"1";"6555"
"Payfone";"11";"51";"276"
"Supreme Jubilees";"1";"3";"3660"
"Channel Tres";"3";"3";"3661"
"Benny Sings";"3";"8";"1835"
"Dennis Brown";"2";"2";"4662"
"Nu-Matic";"1";"1";"6556"
"Chessie";"1";"1";"6557"
"Kid Loco";"1";"1";"6558"
"Pender Street Steppers";"4";"16";"944"
"Apiento";"2";"6";"2314"
"Les Yeux Orange";"2";"2";"4663"
"Lopal";"1";"1";"6559"
"Teste";"1";"1";"6560"
"Jah Shaka";"1";"1";"6561"
"Anna Domino";"1";"2";"4664"
"Dean Blunt";"1";"1";"6562"
"Jan Jelinek";"3";"5";"2606"
"USG";"1";"2";"4665"
"Decora";"1";"2";"4666"
"Cass McCombs";"1";"1";"6563"
"Lama";"1";"2";"4667"
"40 Thieves";"3";"13";"1159"
"Rammellzee";"1";"2";"4668"
"Vincent Ahehehinnou";"1";"1";"6564"
"Nico";"1";"1";"6565"
"Becker & Mukai";"7";"27";"521"
"Aril Brikha";"2";"3";"3662"
"Mickey Moonlight";"2";"3";"3663"
